,OPERATION NAME,ZIPCODE,VENDOR TYPE,LATITUDE,LONGITUDE
0,243 W 34TH ST RETAIL CORP,10001,CONVENIENCE STORE,40.75179002,-73.99211999
1,"KDEANSKY, MARILYN",10001,TOBACCO RETAIL,40.75098003,-73.99058995
2,32ND STREET NEWS STAND INC.,10001,OTHER,40.74805001,-73.98738396
3,HOOKAH PLUS INC,10001,GROCERY SUPERMARKET,40.74429002,-73.98805099
4,HEADLINE NEWS II INC,10001,GROCERY SUPERMARKET,40.74884998,-73.99170198
5,"JOSHI, USHA P.",10001,STAND,40.74715005,-73.98549988
6,"OH, SUN LYE",10001,GROCERY SUPERMARKET,40.75603005,-73.97902988
7,NIHER CORP.,10001,CONVENIENCE STORE,40.74761001,-73.99208302
8,338 8TH AVENUE CORP,10001,GROCERY SUPERMARKET,40.74764999,-73.996537
9,B&W DELI GROCERY CORRP,10001,GROCERY SUPERMARKET,40.75332897,-73.99597821
10,HUDSON FRUITS & VEGGIES CORP.,10001,GROCERY SUPERMARKET,40.75302002,-74.00376698
11,SRISAI CONVENIENCE INC.,10001,CONVENIENCE STORE,40.74731999,-73.987549
12,"GREENBERG, JOEL",10001,GROCERY SUPERMARKET,40.75280283,-73.9949131
13,"AKTER, JASMIN",10001,STAND,40.74605005,-73.99051988
14,CHELESEA MARKET INC I,10001,GROCERY SUPERMARKET,40.74515,-73.994667
15,"SHAH, ALKA R.",10001,GROCERY SUPERMARKET,40.75219005,-73.99345992
16,"PATEL, SURYA",10001,GROCERY SUPERMARKET,40.70744003,-74.00404995
17,PANKAY L PATEL,10001,STAND,40.74723005,-73.99334995
18,HAMPTONS OF HIGH LINE CORP.,10001,GROCERY SUPERMARKET,40.74843998,-74.00339499
19,HOPS ON 27 INC,10001,BAR/LOUNGE,40.74582001,-73.99166703
20,FERASS DELI CORP,10001,DELICATESSEN,40.74665629,-73.99015658
21,"PATEL, JAGDISH",10001,GROCERY SUPERMARKET,40.74828005,-73.98816993
22,461 7TH AVE MARKET INC,10001,GROCERY SUPERMARKET,40.75148001,-73.99001596
23,HUDSON GROUP (HG) RETAIL LLC,10001,STAND,40.74996,-73.9922
24,"PATEL, DAKSHA",10001,GROCERY SUPERMARKET,40.74753004,-73.98830991
25,GRACE NEWS INC,10001,GROCERY SUPERMARKET,40.75245998,-73.99228897
26,CHHAYA NEWS INC,10001,GROCERY SUPERMARKET,40.75166999,-73.99042098
27,JVM NEWS INC,10001,CONVENIENCE STORE,40.75426,-73.99884998
28,HANA MART NY CORP.,10001,CONVENIENCE STORE,40.75423817,-74.00216549
29,"PATEL, PRABHU",10001,GROCERY SUPERMARKET,40.74728001,-73.98937902
30,"DIOP, MBAYE",10001,OTHER,40.75098003,-73.99058995
31,WORLD VAPOR INC,10001,TOBACCO RETAIL,40.74646001,-73.98933703
32,LONDON GROCERY CORP,10001,GROCERY SUPERMARKET,40.74866001,-74.00323598
33,JAY VARAHI NEWS INC,10001,GROCERY SUPERMARKET,40.74937,-73.99151297
34,ALLY'S SMOKES AND MAGAZINES INC,10001,CONVENIENCE/GAS,40.74791111,-73.99130424
35,DHIRAJ NEWS LLC,10001,GROCERY SUPERMARKET,40.74782001,-73.99257504
36,J & P LOBBY STAND INC,10001,GROCERY SUPERMARKET,40.75132,-74.00663996
37,HUDSON GROUP (HG) RETAIL LLC,10001,STAND,40.75047203,-73.99129664
38,PUR VAPE AND SMOKE INC.,10001,GROCERY SUPERMARKET,40.75061001,-73.99806301
39,HUDSON GROUP (HG) RETAIL LLC,10001,STAND,40.74851005,-73.98871995
40,"PATEL, AMBALAL B.",10001,GROCERY SUPERMARKET,40.75340006,-73.99631991
41,"PRAMUKH 326, INC",10001,BAR/LOUNGE,40.74782001,-73.98541798
42,HACHOI CORPORATION,10001,CONVENIENCE STORE,40.75058998,-73.99069196
43,CHELSEA DELI CORP,10001,DELICATESSEN,40.7505,-74.002347
44,"WHITE, ALLIE",10001,STAND,40.76629004,-73.98180991
45,8TH AVENUE TOBACCO AND MAGAZINE INC,10001,GROCERY SUPERMARKET,40.75032,-73.99831597
46,HOOKA AND VAPE PLUS DISTRIBUTORS INC,10001,TOBACCO RETAIL,40.74721002,-73.99113201
47,SUNSWEET MARKET INC,10001,GROCERY SUPERMARKET,40.74678773,-73.98990787
48,245 EMPIRE GROCERY & DELI CORP.,10001,GROCERY SUPERMARKET,40.74774998,-74.00063097
49,GURU DE OAT INC.,10001,GROCERY SUPERMARKET,40.75419001,-73.997817
50,"SHAH, RAJENDRA",10001,STAND,40.75219005,-73.99345992
51,MWDBC STORE 3 LLC,10001,BAR/LOUNGE,40.74722,-73.98785301
52,"MEHTA, MEETA",10001,GROCERY SUPERMARKET,40.75067003,-73.98777992
53,AYG EPICE INC,10001,GROCERY SUPERMARKET,40.74638,-73.99375597
54,MASSOLA MANAGEMENT- 368 CORP.,10001,CONVENIENCE/GAS,40.74864002,-73.99582898
55,336 LLC,10001,GROCERY SUPERMARKET,40.74761998,-73.99656198
56,SURESH B NOTICEWALA,10001,STAND,40.74658004,-73.99753989
57,BENTLEY CONVENIENCE CORP,10001,GROCERY SUPERMARKET,40.74761998,-74.000723
58,"VADHAN, KAMINI A.",10001,GROCERY SUPERMARKET,40.74723005,-73.99334995
59,5TH AVE WALI INC,10001,CONVENIENCE STORE,40.74382,-73.98814596
60,300 8TH AVENUE FOOD CORP.,10001,RESTAURANT/ATUPA,40.74659999,-73.99730897
61,"PASTER, REBECCA",10001,STAND,40.74844002,-73.98455993
62,SANA DELI CORP,10001,CONVENIENCE STORE,40.74976001,-73.995013
63,ABHAY MEHTA,10001,STAND,40.74604003,-73.98859992
64,TILAK INC,10001,GROCERY SUPERMARKET,40.74699,-73.98856204
65,"PATEL, AMBALAL B",10001,GROCERY SUPERMARKET,40.75460005,-73.99914989
66,PATRICIA LEUTHARD,10001,GROCERY SUPERMARKET,40.74979005,-73.9877899
67,PRADEEP M MAYANI,10001,STAND,40.75098003,-73.99058995
68,"27 BROADWAY DELI, INC",10001,CONVENIENCE STORE,40.74457001,-73.98870998
69,NUR MOHAMMAD ALI,10001,CONVENIENCE STORE,40.74967003,-73.99528994
70,CAFE BRAVO INC,10001,RESTAURANT/ATUPA,40.75089999,-73.99787903
71,7-ELEVEN INC,10001,CONVENIENCE STORE,40.74667002,-73.99726002
72,MIDTOWN FARM STAND INC (DBA): URBAN BARLEY CO,10001,GROCERY SUPERMARKET,40.74798697,-73.98918302
73,HUDSON GROUP (HG) RETAIL LLC,10001,STAND,40.75153005,-73.99396996
74,SIXTH AVE GARDEN GOURMET DELI INC,10001,GROCERY SUPERMARKET,40.74568989,-73.99085796
75,WEST 34TH STREET NEWSSTAND LLC,10001,STAND,40.75280283,-73.9949131
76,"AHMED, FAROOK",10001,CONVENIENCE STORE,40.75340006,-73.99631991
77,"WORLD BOOKS, INC",10001,OTHER,40.75168927,-73.99246821
78,HUDSON GROUP (HG) RETAIL LLC,10001,STAND,40.74966001,-73.99214396
79,9TH GROCERY INC,10001,GROCERY SUPERMARKET,40.75061001,-73.99806301
80,HUDSON GROUP (HG) RETAIL LLC,10001,STAND,40.75153005,-73.99396996
81,"SAPAN, MAHMUD S.",10001,STAND,40.73924005,-73.9991799
82,ANTHONY .N. CASTILLO,10001,CONVENIENCE STORE,40.74777999,-73.99056296
83,"ISLAM, AHIM M",10001,STAND,40.74790006,-73.98916989
84,341 GOURMET DELI & CAFE CORP,10001,GROCERY SUPERMARKET,40.74787999,-73.99266699
85,208 RIVINGTON INC.,10002,GROCERY SUPERMARKET,40.71849002,-73.98286997
86,LUCKY HESTER CORNER GROCERY STORE INC.,10002,CONVENIENCE STORE,40.71675999,-73.99346503
87,EAST SIDE CONVENIENCE STORE INC.,10002,GROCERY SUPERMARKET,40.72143999,-73.98439103
88,"EAST SIDE CIGAR, INC",10002,BAR/LOUNGE,40.76868001,-73.95623102
89,523 DELI & GRILL CORP,10002,GROCERY SUPERMARKET,40.71437002,-73.98174998
90,RIDGE MINI MARKET & DELI CORP,10002,GROCERY SUPERMARKET,40.71956001,-73.98299796
91,L.E.S. MINIMART CORP,10002,CONVENIENCE STORE,40.71959999,-73.98708297
92,"GRAND CENTURY MARKET, INC.",10002,GROCERY SUPERMARKET,40.71766,-73.99265299
93,K AND K FOOD CORP,10002,CONVENIENCE STORE,40.71114998,-73.98932404
94,BLP MEAT MARKET CORP.,10002,GROCERY SUPERMARKET,40.71917,-73.98491599
95,LUCKY PANDA VAPE CO. INC.,10002,TOBACCO RETAIL,40.72082002,-73.98873998
96,S NARAYAN INC,10002,BAR/LOUNGE,40.72183,-73.99019902
97,"142 DSC, LLC",10002,GROCERY SUPERMARKET,40.71833998,-73.98676797
98,MR. FONG'S LLC,10002,CONVENIENCE STORE,40.71242001,-73.994251
99,"PATEL, BIPIN K",10002,GROCERY SUPERMARKET,40.75232005,-73.9859499
100,JORGE FERNANDEZ,10002,DELICATESSEN,40.71918001,-73.98588603
101,AMIGO MINI MART INC,10002,GROCERY SUPERMARKET,40.71869001,-73.98789098
102,GRAND ADVANCE TRADING INC,10002,GROCERY SUPERMARKET,40.71797,-73.99288199
103,QUICK STOP TOBACCO SHOP CORP.,10002,GROCERY SUPERMARKET,40.71810998,-73.98568797
104,SHAN FU STORE INC.,10002,GROCERY SUPERMARKET,40.71472,-73.990353
105,76 MADISON GROCERY CORP,10002,GROCERY SUPERMARKET,40.71201998,-73.99662702
106,HENG LI GROCERY STORE INC,10002,GROCERY SUPERMARKET,40.71698999,-73.99041402
107,H & J FRUIT & VEGETABLE INC.,10002,GROCERY SUPERMARKET,40.71035999,-73.99635897
108,PRAMUKH 345 INC.,10002,GROCERY SUPERMARKET,40.71472,-73.991748
109,DON JUAN DELI & GROCERY INC,10002,GROCERY SUPERMARKET,40.71897998,-73.99240497
110,PRAMUKH 200 INC,10002,GROCERY SUPERMARKET,40.714,-73.99211202
111,RAA GROUP INC,10002,CONVENIENCE STORE,40.71442002,-73.98796298
112,S & J GROCERY INC,10002,GROCERY SUPERMARKET,40.71569,-73.98985603
113,NICHONG TRADING CO.,10002,GROCERY SUPERMARKET,40.71442002,-73.99098198
114,DE RONG INC,10002,CONVENIENCE STORE,40.71963,-73.993259
115,EAST VILLAGE DELI & GRILL CORP,10002,GROCERY SUPERMARKET,40.72100999,-73.98296703
116,S.M. CONVENIENCE INC,10002,CONVENIENCE STORE,40.72156001,-73.98860596
117,SAINT MARKS TATTOO'S INC.,10002,OTHER,40.72120001,-73.988542
118,RIVINGTON TOBACCO AND VAPE CORP.,10002,BAR/LOUNGE,40.72100002,-73.99113704
119,57 GROCERY CORP.,10002,CONVENIENCE STORE,40.71772001,-73.98296703
120,S1 GROCERS & GOURMET DELI CORP,10002,GROCERY SUPERMARKET,40.7214,-73.98896797
121,KIRIND ENTERPRISES INC,10002,GROCERY SUPERMARKET,40.71556,-73.98719998
122,D TOBACCO AND CANDY SHOP CORP,10002,GROCERY SUPERMARKET,40.71810998,-73.98568797
123,C & L SUNRISE INC.,10002,CONVENIENCE STORE,40.71851001,-73.99383803
124,DAWN TO DUSK CONVENIENCE AND SMOKE,10002,GROCERY SUPERMARKET,40.75842098,-73.96259498
125,NEIGHBORHOOD DELI & GROCERY NY INC.,10002,CONVENIENCE STORE,40.72061001,-73.98547699
126,"PICHARDO, FEDERICO",10002,GROCERY SUPERMARKET,40.71869001,-73.99158296
127,EZ SMOKE SHOP INC.,10002,GROCERY SUPERMARKET,40.72041002,-73.98740399
128,OPTIMUM GOURMENT & MARKET CORP,10002,GROCERY SUPERMARKET,40.71785002,-73.989635
129,CLINTON NOVELTIES CORP.,10002,TOBACCO RETAIL,40.72071998,-73.98411602
130,KINGS OF SMOKE INC.,10002,BAR/LOUNGE,40.71885999,-73.99083303
131,201 CONVENIENCE CORP.,10002,GROCERY SUPERMARKET,40.713814,-73.98725102
132,RIVINGTON'S ORCHARD LLC,10002,CONVENIENCE STORE,40.72009,-73.98911298
133,DELANCEY'S ORCHARD LLC,10002,GROCERY SUPERMARKET,40.72125001,-73.98814596
134,JAMAL A. ALHARBI,10002,CONVENIENCE STORE,40.72286001,-73.98903503
135,K&K FOOD DELI CORP,10002,DELICATESSEN,40.71148002,-73.99437103
136,STANTON SMOKE & BEER INC,10002,GROCERY SUPERMARKET,40.72135998,-73.98792904
137,CC VAPE CORP,10002,GROCERY SUPERMARKET,40.71365001,-73.99638604
138,JANICO DELI GROCERY INC,10002,GROCERY SUPERMARKET,40.72115999,-73.98345997
139,SANDALWOOD LLC,10002,CONVENIENCE STORE,40.62955006,-73.7086799
140,LES GOURMET DELI CORP,10002,GROCERY SUPERMARKET,40.71370903,-73.9871512
141,AM & PM DELI AND GROCERY CORP.,10002,GROCERY SUPERMARKET,40.71273001,-73.99039399
142,RUSHIKA INC.,10002,CONVENIENCE STORE,40.72248001,-73.99223499
143,BIG APPLE FOOD MARKET CORP,10002,GROCERY SUPERMARKET,40.71416998,-73.987305
144,MURAD ALI & SYED. KHALED MIAH,10002,GROCERY SUPERMARKET,40.71994,-73.988541
145,FARMERS DELI AND GROCERY CORP.,10002,GROCERY SUPERMARKET,40.71852424,-73.98243596
146,MAYIMBE GROCERY CORP,10002,OTHER,40.71982002,-73.98288497
147,"74 FONG'S TRADING, INC.",10002,GROCERY SUPERMARKET,40.7151,-73.99297896
148,COZY GOURMET INC,10002,GROCERY SUPERMARKET,40.71377,-73.97984603
149,GEE SMOKE INC,10002,CONVENIENCE STORE,40.71911516,-73.98952846
150,SX GOURMET CORP,10002,CONVENIENCE STORE,40.71979998,-73.98775603
151,ALGANAD INC.,10002,CONVENIENCE STORE,40.72100999,-73.98863999
152,ROTANA SMOKE SHOP CORP.,10002,GROCERY SUPERMARKET,40.72204,-73.98811302
153,YOURS WHOLESOME FOODS INC.,10002,GROCERY SUPERMARKET,40.72115001,-73.98702999
154,TRIADA MINIMARKET CORP,10002,CONVENIENCE STORE,40.71652002,-73.98523501
155,DELANCEY'S LUDLOW LLC,10002,OTHER,40.71864999,-73.98934801
156,SHREE YAMINAKRUPA CORP.,10002,CONVENIENCE STORE,40.57480724,-73.97906276
157,SMS CS LLC,10003,GROCERY SUPERMARKET,40.73297001,-73.99132999
158,"HARRY & STEVE, INC",10003,GROCERY SUPERMARKET,40.73254001,-73.98192097
159,"HAFEEZ, MUHAMMAD",10003,STAND,40.73531002,-73.99410993
160,2ND AVE SMOKE SHOP INC,10003,TOBACCO RETAIL,40.72599002,-73.989347
161,GEM SPA INC,10003,CONVENIENCE STORE,40.72854,-73.98793004
162,"JAMAL, MOHAMMAD E.",10003,GROCERY SUPERMARKET,40.73716994,-73.99066649
163,"SHAH, PARESH I.",10003,STAND,40.72958003,-73.99325993
164,VILLAGE DREAM INC,10003,GROCERY SUPERMARKET,40.72832999,-73.98764204
165,2ND AVE SMOKE & BEER INC,10003,CONVENIENCE STORE,40.72649,-73.988958
166,59-5 FRUIT & VEGETABLE CORP.,10003,GROCERY SUPERMARKET,40.73507998,-73.99406803
167,"BROWN, MARK",10003,STAND,40.73160003,-73.99478987
168,VILLAGE SMOKE INC,10003,GROCERY SUPERMARKET,40.72691999,-73.98605099
169,J&J INTERNATIONAL NEW YORK INC.,10003,TOBACCO RETAIL,40.72486999,-73.98750902
170,EAST VILLAGE GROCERY & SMOKE SHOP INC,10003,GROCERY SUPERMARKET,40.72937002,-73.984241
171,"FAROOQUI, RESHMA",10003,STAND,40.73443005,-73.98989996
172,NATURAL FRESH MARKET CORP.,10003,GROCERY SUPERMARKET,40.72573001,-73.98997497
173,PSP MINIMART INC,10003,GROCERY SUPERMARKET,40.72516,-73.98729997
174,16 STREET DELI & GROCERY INC,10003,GROCERY SUPERMARKET,40.73264998,-73.981854
175,EDIBLE KITCHENS I INC,10003,GROCERY SUPERMARKET,40.73676998,-73.98861199
176,IVAPE NY CORP.,10003,TOBACCO RETAIL,40.72862998,-73.98805401
177,IMAAN CORP,10003,GROCERY SUPERMARKET,40.72841,-73.984931
178,COMMUNITY ONE GROCERY & CANDY CORP,10003,BAR/LOUNGE,40.73159001,-73.98276101
179,DELICIOUS MARKET INC,10003,GROCERY SUPERMARKET,40.73671999,-73.99149503
180,ZEE SMOKE & CONVENIENCE INC.,10003,GROCERY SUPERMARKET,40.73239002,-73.98545302
181,PATEL URVISHA,10003,STAND,40.73521003,-73.99168991
182,FUNKY TOWN LTD.,10003,GROCERY SUPERMARKET,40.72908001,-73.98914299
183,GEOM NAM LEE,10003,CONVENIENCE STORE,40.72958003,-73.99325993
184,COCO ONE STOP INC,10003,GROCERY SUPERMARKET,40.73354999,-73.99120602
185,VILLAGE CONVENIENCE INC,10003,RESTAURANT/ATUPA,40.72691999,-73.98605099
186,SHREEJI 315 INC,10003,GROCERY SUPERMARKET,40.73407,-73.98081297
187,"UHLFELDER, HELEN",10003,GROCERY SUPERMARKET,40.73480003,-73.99069992
188,HEALTHY FRUITS & VEGGIES CORP,10003,GROCERY SUPERMARKET,40.73062001,-73.98332201
189,N M & A DELI CORP.,10003,GROCERY SUPERMARKET,40.73469999,-73.98591998
190,EMPIRE CONVENIENCE INC,10003,GROCERY SUPERMARKET,40.72504001,-73.98738497
191,PRAMUKH 113 INC,10003,GROCERY SUPERMARKET,40.72696999,-73.98601302
192,PAK PUNJAB INC.,10003,GROCERY SUPERMARKET,40.72537998,-73.98979803
193,325 DREAMLAND INC,10003,CONVENIENCE STORE,40.73541002,-73.98293703
194,HEAVENLY DELICATESSEN MARKET LTD,10003,CONVENIENCE STORE,40.73113998,-73.99399804
195,VILLAGE GRANNIES INC,10003,GROCERY SUPERMARKET,40.72836,-73.98551698
196,"SIKDER, KAUSHIK",10003,STAND,40.72563006,-73.99204991
197,ALI BABA CONVENIENCE STORE INC ( AMANDEEP S LAURA),10003,GROCERY SUPERMARKET,40.73171,-73.98383397
198,I-SMOKE & GROCERY INC,10003,GROCERY SUPERMARKET,40.73387001,-73.98964498
199,UNION SQUARE FOODS INC,10003,GROCERY SUPERMARKET,40.73801,-73.99022199
200,"RAHMAN, MUJIBIN",10003,CONVENIENCE STORE,40.72819999,-73.987736
201,"PJS GROCERY, INC.",10003,GROCERY SUPERMARKET,40.73262999,-73.98599701
202,SECOND AVENUE DELI MARKET INC,10003,GROCERY SUPERMARKET,40.72667,-73.98929998
203,PRINCE FOOD MARKET INC.,10003,GROCERY SUPERMARKET,40.73070002,-73.99033297
204,"ARIA ACCESSORY, INC.",10003,CONVENIENCE STORE,40.72929001,-73.98965101
205,PRAMUKH 227 INC,10003,GROCERY SUPERMARKET,40.73103001,-73.98303199
206,EAST VILLAGE FARM & GROCERY INC,10003,GROCERY SUPERMARKET,40.72635002,-73.98952302
207,"RASHID, HARUN U.",10003,STAND,40.73235004,-73.98493988
208,ECIG WAREHOUSE INC.,10003,GROCERY SUPERMARKET,40.72537998,-73.98979803
209,HOMETOWN VILLAGE CONVENIENCE CORP,10003,GROCERY SUPERMARKET,40.72901002,-73.98897602
210,327 GOURMET DELI CORP,10003,GROCERY SUPERMARKET,40.7344,-73.980574
211,RAY'S INC I,10003,GROCERY SUPERMARKET,40.73144002,-73.98584798
212,WEST FORCE USA INC.,10003,CONVENIENCE/GAS,40.72929001,-73.98965101
213,HEALTHY GREENS GOURMET DELI CORP,10003,GROCERY SUPERMARKET,40.73088999,-73.98915204
214,VAPE N SMOKE CORP.,10003,TOBACCO RETAIL,40.72936,-73.98690602
215,7TH ELEVEN STORE #35642A,10003,CONVENIENCE STORE,40.73272999,-73.98545998
216,PRAMUKH 31 INC,10003,GROCERY SUPERMARKET,40.72898001,-73.98828401
217,PUNIJAB ON 3RD CORP,10003,CONVENIENCE STORE,40.73633002,-73.98519402
218,351 BOWERY STREET INC.,10003,CONVENIENCE STORE,40.57481183,-73.97913425
219,VILLAGE GOURMET GROCERY INC.,10003,GROCERY SUPERMARKET,40.72722002,-73.98843396
220,"NABI, CHOUDHURY",10003,STAND,40.73329003,-73.98717994
221,KST NEW YORK GOURMET INC,10003,GROCERY SUPERMARKET,40.72448999,-73.987793
222,DS 1970 CORP,10003,CONVENIENCE STORE,40.73212,-73.99152001
223,SMZ IMPEX INC,10003,GROCERY SUPERMARKET,40.72921001,-73.98699596
224,UNIV 45 FRUIT & VEGETABLE CORP,10003,CONVENIENCE STORE,40.73231999,-73.99397901
225,"RAHMAN, MOHAMMED M.",10003,STAND,40.73888004,-73.98723988
226,ZAHEER SAJJAD,10003,GROCERY SUPERMARKET,40.78315003,-73.97832991
227,NEW YORK PEN & STATIONARY INC,10003,GROCERY SUPERMARKET,40.73054998,-73.99503102
228,"SHAIKH, MEHFUJA  A.",10003,STAND,40.73521003,-73.99168991
229,MARTIN'S NEWS SHOPS OF NEW YORK INC,10004,STAND,40.70356716,-74.00962806
230,SNACK SHOP & LOBBY NEWS,10004,STAND,40.70482999,-74.01450101
231,"MICALIZZI, PALMA",10004,GROCERY SUPERMARKET,40.70242002,-74.01283988
232,PATEL JYOTINDRA A,10004,STAND,40.70471004,-74.01154991
233,GARIK NEWS INC,10004,GROCERY SUPERMARKET,40.70226999,-74.01089201
234,PLAZA NEWS CAFE LLC,10004,CONVENIENCE STORE,40.70264998,-74.01118798
235,FREEDOM NEWS INC,10004,GROCERY SUPERMARKET,40.70380999,-74.01174102
236,KAMLESH INC.,10004,RESTAURANT/ATUPA,40.70456001,-74.01312797
237,HJK PLAZA DELI INC,10004,DELICATESSEN,40.70536002,-74.01384999
238,"PATEL, KHUSHBU",10004,GROCERY SUPERMARKET,40.70564999,-74.01315303
239,TORRES CHONG YE,10004,STAND,40.70274865,-74.01290499
240,SIDDHI VINAYAK,10004,GROCERY SUPERMARKET,40.75520003,-73.97122994
241,COTTON GOURMET INC,10004,CONVENIENCE STORE,40.70485999,-74.00954202
242,"ZAVERI, JITENDRA",10004,GROCERY SUPERMARKET,40.70356716,-74.00962806
243,PATEL BALVANT,10004,BAR/LOUNGE,40.70362505,-74.0096649
244,PLAZA NEWS INC,10004,GROCERY SUPERMARKET,40.70234999,-74.01216103
245,N AND N CONVENIENCE INC,10004,CONVENIENCE STORE,40.70490002,-74.012429
246,SHIVUM NEWS INC,10004,GROCERY SUPERMARKET,40.70543001,-74.01380699
247,42 BROADWAY NEWS LLC.,10004,CONVENIENCE STORE,40.70610001,-74.01285397
248,WEST ST GOURMET INC,10004,GROCERY SUPERMARKET,40.70552381,-74.0171441
249,J & J NEWS INC.,10004,CONVENIENCE STORE,40.70403002,-74.01143298
250,HEADLINE NEWS VI INC.,10004,CONVENIENCE STORE,40.70513999,-74.01601101
251,"PATEL, SURYA",10005,GROCERY SUPERMARKET,40.70639003,-74.0095199
252,"DOLIN, ROBERT B",10005,STAND,40.70714004,-74.01068993
253,"HOULAHAN, PEGGY JANE",10005,GROCERY SUPERMARKET,40.70639003,-74.0095199
254,G.S. HEADLINE COFFEE BAR INC,10005,GROCERY SUPERMARKET,40.70549999,-74.00632698
255,PINE GOURMET CAFE INC.,10005,DELICATESSEN,40.70674999,-74.008575
256,"PATEL, SMITA I.",10005,GROCERY SUPERMARKET,40.70467006,-74.00811995
257,"GENNETT, JOSEPH",10005,STAND,40.70639003,-74.0095199
258,80 PINE NEWSSTAND LLC,10005,GROCERY SUPERMARKET,40.70590002,-74.00709401
259,"SHAH, JAYSHREE B.",10005,GROCERY SUPERMARKET,40.70518006,-74.00739995
260,150 WATER GOURMET INC,10005,GROCERY SUPERMARKET,40.7062268,-74.00601278
261,REX PIPE SHOP INC,10005,GROCERY SUPERMARKET,40.70487999,-74.00867198
262,WATER CONVENIENCE CORP,10005,GROCERY SUPERMARKET,40.70582002,-74.00718604
263,"PATEL, TRUSHAR & PATEL, ROSHANI",10005,GROCERY SUPERMARKET,40.70454999,-74.00618398
264,"WHALEN, MARY",10005,STAND,40.7065239,-74.00937254
265,MARTINS NEWS AND SUNDAY SHOPS INC,10005,GROCERY SUPERMARKET,40.70600002,-74.00859303
266,"7-ELEVEN, INC.",10006,CONVENIENCE STORE,40.70778,-74.01381001
267,"ZAVERI, RITA",10006,GROCERY SUPERMARKET,40.70678004,-74.01250989
268,"RAJAN, MANOJ",10006,GROCERY SUPERMARKET,40.70822669,-74.01266902
269,LIBERTY SMOKE INC,10006,GROCERY SUPERMARKET,40.70983,-74.01219104
270,"AJ'S EATERY, CORP",10006,CONVENIENCE STORE,40.70803789,-74.01362104
271,191 AVENUE A INC.,10006,GROCERY SUPERMARKET,40.729,-73.98156399
272,"PATEL, UMESH J",10006,GROCERY SUPERMARKET,40.78107006,-73.98140993
273,"DESAI, HIMANSU",10006,CONVENIENCE STORE,40.75583005,-73.97075988
274,"CHAMI, THOMAS",10006,GROCERY SUPERMARKET,40.70980004,-74.00998995
275,AMERICA'S FINEST DELI CORP.,10006,GROCERY SUPERMARKET,40.70761001,-74.01325202
276,FREEDOM TOWER NEWS INC,10007,GROCERY SUPERMARKET,40.71178001,-74.01185099
277,JUBILEE VAPE & SMOKE INC.,10007,GROCERY SUPERMARKET,40.71511001,-74.00758502
278,"CHOWDHURY, MD. IQBAL HOSSAIN",10007,STAND,40.71340998,-74.00959597
279,JY GOURMET CORP.,10007,CONVENIENCE STORE,40.71188001,-74.00842103
280,VESEY ST.EDIBLES INC.,10007,GROCERY SUPERMARKET,40.71196999,-74.00958704
281,J NEWSSTAND L.L.C.,10007,STAND,40.71400057,-74.01107481
282,N-NEWS L.L.C.,10007,GROCERY SUPERMARKET,40.71326004,-74.00925989
283,"PATEL, PARESH A.",10007,CONVENIENCE STORE,40.71302531,-74.00723019
284,BARCLAY NEWSSTANDS INC,10007,CONVENIENCE STORE,40.71426001,-74.01261299
285,SMOKERS DEPOT CORP,10007,GROCERY SUPERMARKET,40.71492,-74.00767202
286,"PATEL, JUTIN & PATEL, BHAMUPRASAD",10007,GROCERY SUPERMARKET,40.71396999,-74.00898203
287,"PATEL, ALKA",10007,STAND,40.71365005,-74.01169995
288,S.F. NEWS INC,10007,STAND,40.76223006,-73.96819988
289,SHAIZAL CORP.,10007,CONVENIENCE STORE,40.71004001,-74.01028701
290,"DM CHAUDHARI, LLC",10007,CONVENIENCE STORE,40.71557999,-74.00531796
291,"COLLETTI, PETER J",10007,GROCERY SUPERMARKET,40.71252005,-74.00766993
292,CORNER GOURMET II INC,10007,GROCERY SUPERMARKET,40.71465999,-74.01009397
293,PAUL SEVEN ELEVEN 2 INC,10007,CONVENIENCE STORE,40.71462998,-74.00838398
294,"PATEL, UMESH",10007,STAND,40.71326004,-74.00925989
295,BARAKTH & SAIFUL INC,10007,GROCERY SUPERMARKET,40.71511001,-74.00758502
296,"PATEL, MAHESHKUMAR S.",10007,STAND,40.71512101,-74.008398
297,"PATEL, RAMAN M & PATEL TRUSHAR",10007,STAND,40.71337001,-74.01180396
298,RENU SALES CORPORATION,10007,GROCERY SUPERMARKET,40.71518,-74.00795499
299,RAHMAN CANDY & TOBACCO INC.,10007,TOBACCO RETAIL,40.71462933,-74.00749602
300,CITY PLAZA INC,10007,GROCERY SUPERMARKET,40.71283001,-74.00727204
301,"PATWARY, ABDUR R",10007,STAND,40.71492004,-74.01133994
302,CHAMBERS STREET NEWSSTAND LLC.,10007,STAND,40.71512101,-74.008398
303,QUICKSTOP ZONE INC.,10007,GROCERY SUPERMARKET,40.71322002,-74.00886804
304,26 TOBACCO SHOP CORP,10009,GROCERY SUPERMARKET,40.72137,-73.98068799
305,CRANBERRY GOURMET CORP,10009,GROCERY SUPERMARKET,40.73107,-73.98235096
306,BEST NEW YORK SMOKE INC.,10009,CONVENIENCE STORE,40.72307001,-73.98280199
307,NYC DELI MART CORP,10009,GROCERY SUPERMARKET,40.72430999,-73.97591098
308,AVE B BEER & CIGAR NYC INC,10009,GROCERY SUPERMARKET,40.72847999,-73.97890499
